"county","ass","asshole","bastard","bitch","bitched","bitchy","bloody","bullshit","cock","crap","crappy","cunt","damn","damnit","damned","darn","dick","dickhead","douche","douchebag","dumbass","dyke","fag","faggot","fatass","freaking","friggin","fuck","fucked","fucker","fuckery","fucking","goddamn","gosh","hell","hoe","homo","jackass","motherfucker","motherfucking","nigger","piss","pissed","pissy","pussy","shit","shittiest","shitty","slut","slutty","twat","whore"
"alabama,autauga",1520.421,49.6,9.538,962.106,6.995,8.903,5.087,120.184,15.897,146.255,13.354,22.892,1206.925,19.077,8.903,13.99,210.481,3.179,14.626,6.359,43.241,2.544,42.605,40.697,6.359,167.876,2.544,1441.57,212.388,21.62,6.359,592.017,5.087,69.948,695.667,268.347,17.169,13.354,12.082,3.179,5.087,69.948,169.148,11.446,197.763,2352.169,1.908,52.779,37.518,3.179,3.179,46.42
"alabama,baldwin",1246.775,54.318,6.578,807.348,2.334,7.851,14.004,98.452,7.002,109.91,10.397,9.124,907.073,9.76,10.185,10.185,113.729,2.971,18.884,5.729,29.069,2.546,19.521,15.489,4.031,170.593,2.546,1137.714,139.191,15.065,2.546,462.767,5.941,81.69,573.101,252.92,7.426,4.668,4.456,2.546,2.971,71.081,152.77,4.456,103.969,1733.094,3.395,41.163,31.615,5.305,3.819,32.676
"alabama,barbour",2263.661,29.188,3.243,959.948,3.243,6.486,3.243,74.591,3.243,113.507,19.458,3.243,1258.31,0,25.945,22.701,136.209,0,3.243,3.243,22.701,0,9.729,0,0,175.126,3.243,1115.615,158.91,12.972,3.243,376.196,9.729,64.861,901.573,369.71,3.243,0,19.458,3.243,3.243,64.861,139.452,6.486,204.313,2085.293,9.729,22.701,32.431,0,0,25.945
"alabama,bibb",1451.192,14.629,2.926,1009.398,0,8.777,0,105.328,0,90.699,8.777,2.926,1176.168,17.555,2.926,17.555,93.625,2.926,5.852,0,11.703,2.926,2.926,8.777,0,187.251,8.777,1351.715,236.989,20.481,17.555,833.85,8.777,38.035,506.162,298.431,2.926,0,5.852,5.852,0,67.293,201.88,0,152.141,2390.371,0,20.481,29.258,0,0,29.258
"alabama,blount",559.433,72.969,4.23,506.556,2.115,5.288,3.173,101.523,9.518,201.988,6.345,9.518,469.543,13.748,23.266,8.46,59.222,9.518,13.748,4.23,25.381,0,16.92,32.783,4.23,195.643,5.288,775.168,88.832,12.69,3.173,319.374,4.23,132.191,379.653,131.134,1.058,2.115,7.403,3.173,0,102.58,155.457,10.575,32.783,905.244,2.115,43.359,35.956,4.23,2.115,45.474
"alabama,bullock",2168.413,56.605,0,1184.354,0,8.708,0,182.878,8.708,21.771,4.354,0,1240.96,0,0,4.354,300.443,0,4.354,0,52.251,17.417,13.063,52.251,0,47.897,0,1941.993,278.672,21.771,8.708,574.76,13.063,30.48,735.867,335.277,0,4.354,30.48,0,13.063,65.314,117.565,4.354,296.089,3239.557,4.354,65.314,21.771,4.354,0,13.063
"alabama,butler",2638.306,38.68,11.282,1806.683,6.447,4.835,3.223,164.39,9.67,46.738,4.835,0,1513.359,3.223,11.282,14.505,267.537,0,4.835,1.612,29.01,0,6.447,12.893,1.612,78.972,1.612,2427.177,328.781,17.728,14.505,676.902,27.398,48.35,862.244,515.735,1.612,0,9.67,4.835,0,78.972,262.702,11.282,269.149,3932.477,0,35.457,19.34,6.447,4.835,24.175
"alabama,calhoun",1604.872,38.763,8.012,917.534,2.166,5.197,4.115,95.5,8.446,74.711,6.713,10.395,1027.543,14.292,14.292,12.344,147.689,0.65,7.363,2.815,18.84,3.898,11.044,9.312,3.032,104.378,2.599,1305.163,188.184,12.127,8.879,401.056,7.363,52.189,747.323,293.645,6.063,1.083,7.579,7.146,3.032,57.17,159.816,4.331,161.332,2190.864,0.866,25.337,19.273,3.248,1.083,20.573
"alabama,chambers",1881.425,34.756,5.902,1438.12,1.312,1.967,20.329,155.419,7.869,55.741,3.935,8.525,1080.065,13.116,8.525,10.492,172.469,1.967,0.656,0,26.231,0,9.181,9.837,8.525,127.221,1.312,1800.109,220.997,17.706,5.246,445.273,15.739,58.364,908.252,398.713,3.935,3.279,21.641,11.148,1.967,53.774,172.469,2.623,255.097,2863.124,0.656,8.525,16.394,1.967,1.312,28.198
"alabama,cherokee",380.377,37.028,1.683,272.66,1.683,6.732,5.049,40.394,1.683,121.182,15.148,3.366,336.617,5.049,11.782,6.732,38.711,1.683,6.732,1.683,15.148,0,1.683,10.099,0,107.717,13.465,464.532,50.493,33.662,5.049,323.152,1.683,42.077,373.645,69.006,5.049,10.099,0,0,0,42.077,72.373,1.683,26.929,540.27,1.683,18.514,10.099,1.683,6.732,38.711
"alabama,chilton",1202.164,58.668,6.4,1122.162,5.333,6.4,6.4,129.07,5.333,120.536,13.867,13.867,802.154,9.6,22.401,11.734,120.536,1.067,16,3.2,27.734,3.2,11.734,13.867,0,151.471,2.133,1123.229,161.071,24.534,7.467,652.817,2.133,97.069,489.613,378.676,1.067,7.467,3.2,3.2,2.133,87.469,147.204,13.867,76.802,1930.716,0,43.734,28.801,7.467,2.133,55.468
"alabama,choctaw",1398.501,26.458,0,653.894,0,7.559,3.78,56.696,0,22.678,3.78,0,578.299,0,0,15.119,49.137,0,0,0,3.78,0,0,0,0,64.255,11.339,1190.616,200.326,7.559,7.559,302.379,7.559,18.899,585.859,238.123,7.559,0,0,3.78,0,30.238,143.63,0,105.833,2260.28,0,3.78,11.339,0,0,11.339
"alabama,clarke",1405.435,50.611,7.786,809.78,0,7.786,0,66.184,7.786,147.941,3.893,3.893,1140.699,0,3.893,31.145,89.543,0,3.893,0,58.398,3.893,3.893,7.786,0,179.086,7.786,774.741,124.581,7.786,3.893,288.095,19.466,81.757,654.053,140.154,0,19.466,7.786,0,0,105.116,147.941,0,70.077,1666.277,0,15.573,23.359,3.893,0,50.611
"alabama,clay",1322.939,35.436,7.087,668.557,0,14.174,2.362,96.858,4.725,203.166,14.174,4.725,1030.002,11.812,14.174,21.262,153.555,0,7.087,14.174,25.986,2.362,9.45,14.174,2.362,179.542,2.362,1256.792,148.831,4.725,7.087,344.909,2.362,49.61,850.461,203.166,4.725,0,9.45,0,0,61.422,170.092,2.362,148.831,2093.078,0,16.537,14.174,4.725,2.362,7.087
"alabama,cleburne",629.833,49.888,6.236,433.4,0,18.708,15.59,112.247,12.472,159.017,15.59,9.354,654.777,24.944,21.826,21.826,102.893,0,12.472,3.118,12.472,3.118,18.708,6.236,6.236,149.663,9.354,645.423,90.422,9.354,0,280.619,3.118,71.714,545.647,109.129,0,3.118,3.118,3.118,0,77.95,96.658,6.236,34.298,1172.362,3.118,9.354,9.354,6.236,3.118,40.534
"alabama,coffee",1716.127,46.585,4.508,918.173,0,13.525,3.005,123.225,7.514,106.694,9.016,4.508,1063.938,13.525,12.022,22.541,141.257,3.005,7.514,6.011,28.552,0,13.525,6.011,0,100.683,0,1178.147,141.257,13.525,7.514,426.778,9.016,45.082,757.38,311.067,3.005,4.508,9.016,0,0,67.623,177.323,6.011,184.837,2012.166,3.005,45.082,19.536,10.519,0,28.552
"alabama,colbert",1319.75,22.606,5.425,844.115,1.808,4.069,4.069,94.946,5.425,99.919,4.521,7.686,982.917,4.521,7.234,10.851,141.967,0.904,8.138,4.521,9.042,0.452,13.564,15.824,0.452,105.345,3.617,1108.608,206.169,8.138,4.973,355.369,1.808,56.063,682.255,349.492,5.878,3.617,4.973,1.808,4.069,66.01,144.228,5.425,147.845,1892.591,1.356,20.798,23.963,1.808,4.069,30.292
"alabama,conecuh",1495.818,42.136,7.023,1193.845,0,21.068,0,147.475,14.045,70.226,14.045,7.023,1306.207,14.045,7.023,14.045,168.543,0,14.045,0,7.023,0,28.09,14.045,0,70.226,0,1446.66,196.633,7.023,14.045,568.832,28.09,63.204,695.239,337.086,7.023,0,63.204,21.068,14.045,28.09,105.339,0,140.452,2717.754,0,70.226,7.023,0,7.023,21.068
"alabama,coosa",2235.023,13.032,16.29,1674.638,6.516,0,0,195.483,9.774,61.903,6.516,0,1847.315,26.064,16.29,19.548,241.096,0,0,0,13.032,6.516,0,6.516,3.258,143.354,0,2642.279,417.03,26.064,6.516,948.093,9.774,58.645,1342.317,576.675,0,0,16.29,22.806,0,110.774,573.417,0,329.063,4453.755,0,29.322,6.516,3.258,0,35.839
"alabama,covington",2444.845,76.981,27.824,1547.041,3.71,5.565,4.637,216.104,8.347,71.416,2.782,6.492,1740.885,43.592,32.462,8.347,300.504,0.927,9.275,0,36.172,4.637,17.622,19.477,6.492,101.096,2.782,2120.226,341.314,19.477,21.332,501.768,5.565,33.389,1161.209,434.062,12.985,15.767,9.275,3.71,21.332,96.458,215.176,5.565,535.158,3990.031,0,38.954,14.84,4.637,0.927,27.824
"alabama,crenshaw",1651.902,32.55,27.125,976.494,2.712,8.137,2.712,135.624,2.712,89.512,8.137,5.425,1226.042,10.85,13.562,5.425,119.349,0,8.137,0,27.125,0,8.137,0,0,103.074,2.712,1394.216,165.461,16.275,2.712,382.46,13.562,48.825,653.708,425.86,0,2.712,18.987,2.712,0,73.237,211.574,10.85,108.499,2389.697,0,13.562,10.85,0,0,18.987
"alabama,cullman",397.671,25.955,6.489,301.266,1.854,4.635,4.635,50.056,5.562,163.147,13.905,7.416,367.081,2.781,12.978,22.247,50.056,2.781,13.905,1.854,119.579,7.416,12.978,19.466,0.927,141.827,22.247,325.367,35.225,3.708,0.927,190.956,1.854,94.551,318.878,47.276,7.416,7.416,2.781,4.635,0,56.545,110.31,3.708,24.101,542.279,1.854,18.539,18.539,6.489,1.854,45.422
"alabama,dale",1853.217,61.109,13.718,1077.51,0,7.483,1.247,122.218,8.73,96.028,6.236,14.965,1287.025,9.977,12.471,14.965,199.539,1.247,6.236,2.494,22.448,1.247,6.236,8.73,6.236,152.148,3.741,1956.728,215.751,31.178,9.977,576.168,6.236,59.862,747.023,412.796,1.247,3.741,7.483,1.247,6.236,43.649,178.338,3.741,269.377,2835.945,0,27.437,38.661,3.741,2.494,34.919
"alabama,dallas",3060.987,32.719,6.888,1748.767,0.861,5.166,12.055,144.654,3.444,82.66,1.722,3.444,1759.099,3.444,6.888,13.777,168.763,2.583,0,1.722,13.777,0,5.166,6.027,0,154.987,0.861,1990.718,294.475,12.916,7.749,689.691,34.441,24.97,1094.378,551.925,11.193,3.444,11.193,5.166,2.583,58.551,232.48,5.166,286.725,3941.828,0.861,27.553,16.36,2.583,1.722,16.36
"alabama,de kalb",484.305,47.282,7.43,370.152,2.702,3.377,4.728,58.765,8.781,170.216,9.456,12.158,597.783,21.615,14.185,15.536,78.353,0,14.185,4.728,30.396,0,16.211,11.483,2.026,144.549,0.675,608.59,62.818,10.807,0,328.274,16.211,104.696,455.261,70.923,2.026,1.351,6.079,3.377,0.675,113.477,150.628,6.755,27.694,843.65,0,58.09,32.422,4.053,5.404,47.282
"alabama,elmore",1324.428,43.792,5.712,864.801,3.046,3.808,10.662,108.148,7.235,158.413,6.093,9.901,1013.313,17.517,14.09,15.613,145.847,1.142,19.421,5.331,21.706,1.142,24.752,37.699,2.666,158.794,1.904,1287.49,166.791,15.994,6.474,471.432,8.758,56.739,626.419,327.109,6.093,4.189,6.093,1.904,3.046,74.256,151.94,5.331,151.178,2092.505,2.666,36.176,57.501,4.95,4.189,49.885
"alabama,escambia",1836.65,30.449,13.841,1134.931,2.768,1.384,0,153.631,2.768,63.667,4.152,6.92,1118.322,5.536,19.377,11.072,103.805,0,6.92,0,26.297,0,2.768,5.536,4.152,134.254,1.384,1288.562,179.928,19.377,9.688,560.545,11.072,49.826,729.401,362.624,1.384,1.384,6.92,6.92,0,58.131,200.689,9.688,124.566,2121.767,0,20.761,17.993,2.768,6.92,29.065
"alabama,etowah",1445.365,24.048,5.01,778.042,1.503,5.511,5.01,128.254,2.505,94.688,6.012,5.511,1120.722,6.012,9.018,11.022,94.688,1.002,11.523,3.006,22.044,2.505,10.521,10.521,3.006,105.71,2.004,975.935,152.302,8.517,13.026,347.188,10.521,87.674,678.846,189.375,4.008,1.503,5.01,1.002,2.505,63.125,161.821,8.517,102.203,2051.066,2.004,26.052,22.044,2.505,2.004,26.553
"alabama,fayette",642.356,51.684,14.767,383.937,0,22.15,0,177.202,7.383,132.901,22.15,0,612.822,7.383,0,14.767,95.984,0,7.383,7.383,14.767,7.383,0,0,7.383,221.502,0,834.324,88.601,29.534,0,406.087,14.767,88.601,509.454,132.901,0,7.383,0,7.383,0,59.067,177.202,7.383,36.917,1225.644,0,7.383,14.767,0,7.383,36.917
"alabama,franklin",372.403,15.993,2.285,422.666,0,4.569,4.569,45.694,4.569,171.351,25.131,73.11,422.666,0,0,29.701,34.27,2.285,11.423,11.423,11.423,0,2.285,6.854,6.854,180.49,4.569,509.484,43.409,6.854,0,235.322,0,171.351,317.571,59.402,11.423,4.569,2.285,0,0,66.256,123.373,6.854,36.555,660.273,0,20.562,41.124,13.708,0,41.124
"alabama,geneva",695.886,38.027,3.803,635.044,3.803,7.605,7.605,49.435,3.803,277.594,7.605,0,429.7,3.803,7.605,15.211,79.856,0,19.013,0,11.408,0,15.211,11.408,3.803,155.909,3.803,463.924,72.25,19.013,11.408,311.818,0,129.29,437.306,193.936,3.803,11.408,3.803,0,3.803,83.658,174.922,3.803,49.435,809.966,0,26.619,19.013,3.803,11.408,22.816
"alabama,greene",2381.351,32.399,0,1128.577,0,0,0,129.597,16.2,21.6,0,0,1204.175,0,21.6,10.8,167.397,0,5.4,0,5.4,0,0,0,5.4,107.998,10.8,1862.962,237.595,0,5.4,566.988,21.6,16.2,934.181,475.19,0,0,0,5.4,0,53.999,161.997,0,194.396,2672.945,0,10.8,5.4,0,0,10.8
"alabama,hale",3072.562,44.53,25.169,1407.532,3.872,7.744,7.744,121.973,3.872,71.635,3.872,19.361,1680.519,1.936,13.553,90.996,286.54,1.936,1.936,0,27.105,0,1.936,11.616,3.872,54.21,1.936,2445.272,391.089,21.297,36.786,720.223,1.936,19.361,1117.119,464.66,3.872,1.936,13.553,1.936,7.744,79.379,156.823,15.489,433.682,3850.867,0,52.274,17.425,1.936,1.936,21.297
"alabama,henry",1661.488,30.832,6.851,1096.24,0,0,0,164.436,3.426,102.772,0,3.426,900.972,10.277,3.426,30.832,188.416,0,3.426,0,20.554,0,6.851,6.851,0,89.069,0,1760.835,260.357,13.703,0,592.655,20.554,95.921,637.189,486.456,3.426,0,6.851,6.851,3.426,58.238,116.475,10.277,270.634,2836.52,0,30.832,17.129,3.426,0,13.703
"alabama,houston",1553.555,32.541,6.823,1055.997,2.624,2.624,3.149,127.014,5.248,96.572,4.724,5.248,954.176,4.724,11.022,15.221,120.715,1.05,11.022,2.624,21.519,2.624,7.873,7.873,3.149,115.467,4.199,1378.255,168.477,12.072,8.398,521.176,8.398,50.91,607.776,282.369,3.149,2.624,5.248,5.248,0.525,59.833,145.383,3.674,185.272,2131.939,2.099,22.569,19.419,0.525,2.099,13.121
"alabama,jackson",582.661,42.108,4.896,577.765,5.876,10.772,3.917,100.864,3.917,171.371,5.876,9.793,613.997,9.793,19.585,12.73,71.486,1.959,10.772,3.917,24.482,1.959,16.647,11.751,2.938,212.5,2.938,739.343,92.051,20.565,0.979,418.145,8.813,126.325,556.221,166.475,6.855,6.855,9.793,2.938,1.959,91.071,191.935,7.834,38.191,1191.762,1.959,37.212,73.445,5.876,2.938,65.611
"alabama,jefferson",1933.021,37.406,8.356,1125.39,1.682,4.318,7.347,117.715,6.393,65.896,6.786,5.047,1122.417,6.842,8.973,10.375,176.881,0.953,9.814,2.692,14.862,1.57,7.627,9.197,2.019,95.507,2.131,1566.415,222.924,10.656,7.908,489.761,20.75,41.556,626.656,382.028,5.832,3.309,8.468,5.16,4.487,51.09,132.633,2.804,206.773,2691.805,1.234,24.9,16.881,2.019,1.514,15.479
"alabama,lamar",289.036,0,0,260.133,0,0,0,72.259,0,375.747,14.452,0,339.617,0,43.355,14.452,21.678,0,0,0,7.226,0,0,7.226,0,151.744,7.226,267.358,36.13,0,0,101.163,0,86.711,173.422,101.163,0,0,0,7.226,0,14.452,79.485,0,28.904,455.232,0,0,0,0,0,7.226
"alabama,lauderdale",1054.195,25.654,7.432,695.764,0.719,4.316,6.713,81.756,5.514,114.122,11.748,3.357,781.116,7.432,7.432,8.871,157.997,0.24,12.467,2.637,13.666,1.199,13.186,8.152,1.918,127.549,3.596,949.662,134.981,7.193,4.795,420.287,4.795,56.821,507.318,208.585,6.473,3.836,8.871,2.637,4.316,53.225,113.643,3.117,219.614,1472.803,1.199,26.852,24.215,3.836,2.398,20.379
"alabama,lawrence",1153.995,25.196,7.559,767.231,2.52,15.118,2.52,73.07,5.039,137.32,7.559,7.559,657.626,2.52,26.456,28.976,128.502,0,11.338,1.26,15.118,2.52,13.858,11.338,3.779,127.242,2.52,881.874,122.203,10.079,5.039,263.302,6.299,88.187,575.738,239.366,7.559,1.26,7.559,1.26,0,93.227,234.327,2.52,120.943,1441.234,5.039,20.157,30.236,3.779,0,36.535
"alabama,lee",1085.754,29.181,8.676,688.389,1.577,3.155,6.309,87.018,9.859,93.459,10.779,5.126,1168.435,9.333,6.178,16.694,115.542,0.657,13.539,2.76,13.671,1.577,11.173,13.408,1.577,100.557,2.629,977.31,141.043,10.253,5.126,330.327,10.121,69.273,641.331,205.846,5.652,3.943,8.281,3.943,3.023,43.903,118.04,3.549,109.364,1581.311,1.577,33.519,23.661,3.681,2.103,23.661
"alabama,limestone",1131.174,30.256,7.908,855.429,2.751,2.063,8.252,95.239,9.627,102.459,9.971,4.814,815.202,7.22,8.252,8.596,130.996,2.063,9.971,2.063,17.535,2.063,17.535,15.128,3.438,114.493,2.751,1148.709,148.531,22.348,4.126,318.379,5.845,77.36,759.502,195.978,14.097,2.751,4.814,1.719,5.845,55.011,140.623,5.157,109.335,1584.675,0,28.881,23.036,3.438,1.031,18.566
"alabama,lowndes",2107.71,15.847,15.847,1325.903,0,0,5.282,195.452,5.282,52.825,0,5.282,1605.874,5.282,5.282,21.13,147.909,0,0,0,21.13,0,5.282,5.282,0,63.39,0,1954.518,285.254,15.847,0,396.186,10.565,31.695,765.96,369.774,5.282,0,5.282,0,0,52.825,95.085,0,206.017,3121.946,0,15.847,5.282,0,0,0
"alabama,macon",2579.592,56.625,6.292,1615.915,3.146,3.146,11.535,145.757,6.292,18.875,0,6.292,1776.354,8.389,22.021,4.194,278.932,0,6.292,1.049,28.313,15.729,15.729,12.583,1.049,67.111,1.049,2378.258,357.578,9.438,31.458,586.176,9.438,19.924,1009.816,510.675,7.34,0,8.389,6.292,6.292,65.014,124.785,4.194,326.119,4237.453,0,33.556,26.215,0,0,14.681
"alabama,madison",1479.756,40.106,9.648,887.248,2.554,4.067,6.148,113.318,6.527,77.279,7.662,8.04,951.947,12.675,10.972,17.026,187.098,1.23,8.135,1.986,13.905,3.405,13.715,15.702,3.121,102.629,5.865,1411.368,205.164,9.743,6.148,532.538,11.824,54.673,707.623,256.243,8.608,3.878,8.229,3.878,4.729,45.876,119.656,5.392,190.314,2299.372,1.135,29.228,14.756,2.838,1.797,17.121
"alabama,marengo",2295.277,26.172,10.469,947.423,2.617,20.938,5.234,130.86,0,39.258,10.469,2.617,1308.596,5.234,0,5.234,117.774,0,5.234,0,13.086,2.617,2.617,2.617,0,125.625,0,1520.588,209.375,10.469,10.469,471.094,31.406,62.813,779.923,311.446,0,2.617,10.469,5.234,0,41.875,219.844,0,172.735,2488.949,0,15.703,13.086,0,0,31.406
"alabama,marion",325.335,25.617,5.123,227.991,0,0,5.123,58.919,5.123,220.306,12.808,5.123,343.267,2.562,7.685,12.808,51.234,2.562,12.808,2.562,7.685,0,2.562,17.932,0,138.331,5.123,558.449,66.604,5.123,2.562,368.884,10.247,94.783,289.471,89.659,2.562,0,2.562,7.685,0,58.919,102.468,5.123,28.179,632.738,2.562,43.549,7.685,2.562,2.562,38.425
"alabama,marshall",709.399,38.643,7.729,572.319,3.254,4.068,6.915,102.098,10.983,135.453,10.576,21.152,729.331,24.406,9.762,12.203,113.894,1.22,16.271,3.254,22.372,3.661,43.931,29.287,4.474,163.52,4.068,953.865,112.674,20.745,3.661,447.442,21.559,85.828,483.237,148.469,4.474,2.441,12.203,4.068,4.881,77.285,156.198,6.508,73.625,1160.502,2.441,67.93,40.27,4.068,1.627,58.981
"alabama,mobile",2086.794,39.608,9.366,1104.167,3.003,5.005,6.006,120.755,8.15,73.854,5.72,4.504,1118.037,7.221,8.794,8.508,184.6,1.358,9.866,2.145,17.874,3.146,15.3,16.229,2.502,118.324,2.359,1460.141,208.837,12.798,5.291,461.285,7.507,56.552,612.425,415.957,6.363,3.718,13.441,8.436,6.792,59.984,145.492,4.433,213.055,2504.681,1.716,29.599,21.234,3.146,0.929,35.461
"alabama,monroe",1645.787,15.204,7.602,725.971,7.602,0,7.602,83.62,7.602,76.018,7.602,7.602,862.803,7.602,19.004,7.602,102.624,0,7.602,0,26.606,0,7.602,7.602,11.403,110.226,7.602,1182.078,231.855,7.602,11.403,596.74,15.204,45.611,592.939,239.456,3.801,7.602,3.801,0,0,72.217,125.43,15.204,140.633,2037.279,3.801,19.004,7.602,3.801,0,19.004
"alabama,montgomery",2611.939,34.852,13.565,1558.127,2.713,3.652,6.991,107.061,5.426,46.226,3.443,2.817,1487.17,4.07,8.244,9.078,218.192,0.73,4.8,1.357,19.304,1.148,5.113,7.096,4.696,67.409,1.565,2055.45,305.218,12.835,10.748,569.01,10.644,32.765,810.994,547.306,6.052,4.487,8.974,6.47,3.339,46.644,126.47,4.383,321.601,3829.577,1.252,26.609,18.157,2.191,1.252,14.504
"alabama,morgan",1367.251,33.137,7.813,1012.17,1.886,4.849,7.005,122.042,6.466,106.686,6.735,9.699,867.228,7.813,8.89,14.548,139.284,1.347,6.466,3.233,17.781,8.621,15.626,15.087,2.155,129.047,0.539,1217.459,165.956,14.009,6.196,446.141,7.274,81.362,550.133,264.29,8.352,2.425,8.621,4.311,2.963,79.476,178.618,7.543,146.559,2041.312,1.347,26.133,30.443,1.347,1.886,40.142
"alabama,perry",2155.765,33.527,0,985.684,3.353,13.411,3.353,160.928,6.705,43.585,3.353,0,1361.183,20.116,3.353,20.116,227.981,0,6.705,0,6.705,0,10.058,3.353,0,124.049,0,1401.415,201.16,23.469,13.411,482.784,0,60.348,881.751,375.499,0,13.411,6.705,10.058,0,43.585,160.928,6.705,160.928,2662.018,0,20.116,40.232,6.705,6.705,16.763
"alabama,pickens",2737.622,17.63,7.556,1375.107,0,7.556,2.519,259.407,7.556,27.704,7.556,0,1370.07,7.556,2.519,12.593,183.851,2.519,0,0,25.185,0,2.519,0,2.519,40.296,0,2382.511,360.147,2.519,10.074,551.554,25.185,50.37,813.479,465.925,2.519,0,15.111,7.556,2.519,75.555,206.518,5.037,261.925,3933.914,0,22.667,7.556,5.037,0,7.556
"alabama,pike",1477.899,24.126,3.093,953.304,1.237,0.619,4.949,98.362,3.712,66.812,9.279,3.712,1030.013,7.424,11.135,9.898,104.548,0,9.898,1.237,23.508,1.237,4.949,5.568,1.856,133.623,3.093,1093.113,168.885,7.424,9.898,356.948,8.042,62.481,662.549,266.009,1.237,4.949,14.228,6.186,1.237,41.448,116.302,1.856,182.495,2089.721,0.619,21.033,12.991,1.237,1.237,12.373
"alabama,randolph",920.828,30.217,4.771,594.801,4.771,4.771,9.542,103.374,12.723,111.326,6.362,7.952,755.429,4.771,12.723,9.542,76.338,0,4.771,3.181,11.133,0,1.59,7.952,3.181,139.953,0,978.081,141.543,4.771,9.542,214.701,0,60.434,596.391,213.11,1.59,1.59,11.133,11.133,7.952,55.663,163.809,3.181,90.651,1415.435,0,19.085,17.494,6.362,1.59,27.036
"alabama,russell",2562.167,53.891,11.818,1426.683,4.255,1.891,5.673,116.763,14.182,61.454,6.618,11.818,1488.609,10.873,10.4,9.454,307.271,1.891,9.927,1.418,20.8,4.255,12.291,19.854,3.782,96.436,0.945,2107.879,338.471,27.418,10.4,662.76,14.182,46.327,969.085,421.67,8.509,5.2,22.218,8.036,8.982,73.272,139.926,11.345,337.053,3629.579,0,48.218,16.073,3.782,0.473,26
"alabama,st clair",931.093,33.627,3.736,645.638,4.484,4.484,4.484,98.639,4.484,141.98,15.693,11.209,847.399,20.923,8.967,14.945,107.606,0.747,35.121,5.231,22.418,3.736,9.714,9.714,7.473,121.804,2.242,966.962,125.541,11.956,5.978,391.567,12.704,97.892,527.57,161.409,6.725,5.231,3.736,2.989,0,72.485,132.266,9.714,93.408,1493.784,0.747,48.572,32.88,8.22,1.495,24.66
"alabama,shelby",709.545,44.739,8.3,438.076,2.834,4.251,7.895,70.246,13.158,117.819,10.932,5.668,640.716,18.017,11.337,14.576,89.478,5.466,15.183,3.441,19.839,1.822,14.778,16.397,2.834,142.921,6.073,755.903,103.243,8.3,3.644,371.474,8.098,83.404,461.761,113.163,7.49,3.644,6.478,4.049,3.644,42.714,117.616,1.822,71.258,1176.367,1.62,33.402,21.458,4.251,1.215,18.219
"alabama,sumter",1936.102,22.313,6.866,997.23,0,5.149,0,92.686,8.582,80.671,0,5.149,1280.436,5.149,3.433,36.044,125.297,0,5.149,0,20.597,3.433,6.866,5.149,0,82.387,1.716,1270.138,216.267,8.582,13.731,247.162,8.582,37.761,739.769,447.981,1.716,1.716,3.433,5.149,0,58.358,128.73,3.433,200.819,2495.649,0,18.88,25.746,0,0,5.149
"alabama,talladega",1803.709,27.958,9.743,939.979,1.271,4.66,3.812,119.88,2.965,83.027,6.778,3.389,1279.286,10.59,11.437,19.062,148.262,1.271,7.625,2.965,14.826,1.271,7.625,8.048,1.271,101.242,2.118,1511.845,212.226,16.944,8.472,518.492,5.507,49.562,917.952,327.87,6.778,3.812,10.167,5.93,0.847,69.048,173.678,2.965,192.317,2697.515,0.847,18.215,14.403,0.847,0,23.298
"alabama,tallapoosa",1693.352,20.14,16.112,1090.77,0.806,1.611,4.028,149.034,8.056,64.447,6.445,4.834,1269.611,12.084,12.889,12.889,164.341,1.611,8.056,2.417,17.723,0.806,6.445,21.751,0.806,116.005,3.222,1473.426,248.928,13.695,11.278,401.99,1.611,47.53,873.26,398.767,13.695,4.834,11.278,4.028,2.417,64.447,193.342,7.25,214.287,2414.356,0.806,29.001,27.39,1.611,0,16.112
"alabama,tuscaloosa",1676.525,37.867,6.942,1001.161,1.543,4.067,7.784,107.22,6.872,69.212,7.854,6.732,1032.296,16.409,8.976,10.659,161.846,1.332,13.744,2.454,15.147,2.034,9.747,8.766,3.015,100.277,3.226,1329.692,201.186,11.08,8.485,466.395,13.113,45.931,790.789,289.262,4.979,3.997,7.784,4.418,2.454,48.456,123.909,3.226,182.743,2271.247,3.015,35.763,19.074,4.628,2.524,17.812
"alabama,walker",965.82,40.158,3.558,760.456,2.542,3.558,5.592,92.515,5.592,139.79,10.675,12.708,831.622,9.658,13.725,11.183,115.39,0.508,12.708,2.033,16.266,1.525,17.283,13.725,1.525,147.923,7.625,843.821,119.965,12.2,5.083,272.463,3.558,89.974,507.818,217.055,4.575,2.033,3.558,4.575,1.525,69.132,173.848,5.083,93.532,1451.779,1.017,20.333,29.483,3.558,0.508,36.091
"alabama,washington",2003.915,22.048,19.598,1249.384,9.799,2.45,7.349,142.087,24.498,93.091,9.799,4.9,913.766,0,17.148,7.349,205.781,2.45,36.747,2.45,17.148,0,4.9,0,2.45,110.24,12.249,1068.101,178.833,12.249,2.45,308.671,0,36.747,955.412,357.667,7.349,2.45,17.148,2.45,2.45,29.397,142.087,4.9,139.637,2937.278,0,26.948,7.349,0,0,56.345
