county,you,he,she,it,we,they,me,him,her,us,them,mine,yours,his,hers,its,ours,theirs
"arkansas,washington",18724.19,2126.9,1651.68,12815.21,4016.38,2410.56,9585.52,778.41,1357.34,875.85,1078.65,248.29,109.04,949.34,9.95,548.16,20.45,10.5
"arkansas,white",20273.98,2521.83,1789.22,12726.39,4543.86,2683.82,10163.85,918.22,1426.16,1239.75,1291.04,275.95,130.24,1191.72,7.33,498.18,19.54,6.51
"arkansas,woodruff",19415.49,2685.78,2255.23,11993.73,3095.82,3454.6,11645.19,1547.91,1906.69,676.57,1824.69,399.79,164.02,1076.36,30.75,1414.64,0,61.51
"arkansas,yell",21671.04,2641.37,1816.56,10889.52,3927.69,2474.45,10575.31,1158.67,1237.22,569.51,1109.57,343.67,216.02,972.1,9.82,432.05,29.46,29.46
"california,alameda",18231.62,2596.61,2097.86,12114.11,3519.08,2720.77,10383.54,957.36,1590.09,767.22,1181.77,224.02,98.47,1031.59,10.83,813.32,12.34,11.75
"california,alpine",8890.28,1098.21,679.85,7007.64,2614.79,679.85,3346.93,366.07,261.48,889.03,261.48,104.59,52.3,313.77,0,313.77,0,0
"california,amador",22032.43,2353,1570.18,11796.77,3526.1,2368.88,11431.45,825.93,1284.28,707.94,1295.62,285.9,131.6,989.3,4.54,1622.37,11.35,9.08
"california,butte",19584.49,2397.03,2061.83,12820.92,3350.37,2401.09,11595.75,944.87,1602.02,681.69,1170.62,264.59,108.91,942.57,11.47,673.92,11.12,9.36
"california,calaveras",17134.51,2333.28,1868.85,10518.72,2953.99,2121.16,8585.12,904.28,1417.83,529.17,984.66,267.94,107.17,924.38,2.23,638.58,15.63,8.93
"california,colusa",22250.02,2899.41,2157.15,13329.95,3723.09,2616.19,12994.81,1194.22,1652.08,639.59,1275.64,388.24,116.83,947.59,10.62,1353.53,10.62,8.26
"california,contra costa",19176.14,2696.81,2131.86,12261.93,3520.97,2733.18,11070,1002.67,1600.38,757.48,1198.52,239.72,106.61,1055.88,11.57,861.52,13.93,12.07
"california,del norte",22296.93,2025.52,2149.06,12530.24,3738.91,2340.89,11873.49,650.25,1703.64,637.24,1157.44,315.37,130.05,962.36,9.75,835.57,13.01,3.25
"california,el dorado",19105.23,2286.18,1733.61,12339.53,4217.98,2555.18,10721.79,910,1383.29,939.13,1258.28,264.26,114.17,964.88,16.94,669.12,17.62,16.26
"california,fresno",20369.33,2746.91,2387.95,12824.35,3516.33,2647.26,12354.15,1065.76,1783.17,772.18,1238.18,299.8,119.1,1020.1,11.4,959.15,12.56,15.17
"california,glenn",23747.92,2196.03,2477.24,12515.38,3619.97,2151.31,13491.17,861.52,1735.96,592.23,1116.89,318.97,158.99,773.08,12.92,911.2,7.95,20.87
"california,humboldt",20562.05,1993.59,1810.06,12878.74,3371.5,2337.12,10836.43,734.94,1468.21,772.32,1134.75,245.68,120.95,847.5,9.66,840.36,11.76,8.82
"california,imperial",20873.07,2824.95,2487.35,12840.98,3563.66,2587.51,12856.92,1138.4,1906.85,630.7,1228.09,314.04,109.44,1074.64,11.9,1015.88,10.71,14.75
"california,inyo",10664.9,1057.87,822.15,7491.3,3380.57,1172.85,5335.33,459.94,563.43,678.41,500.19,120.73,57.49,580.68,0,385.2,5.75,11.5
"california,kern",21695.26,2752.2,2547.8,12234.19,3626.23,2552.18,13730.08,1105.04,1919.23,664.96,1228.27,327.28,128.17,992.85,12.91,1132.81,10.36,15.77
"california,kings",22059.84,2907.51,2478.18,13072.27,3826.44,2858.49,12620.85,1129.53,1764.62,772.07,1368.99,328.39,111.21,975.11,14.34,966.97,12.79,16.66
"california,lake",18659.37,2155.07,1615.54,11454.78,3274.11,2597.77,9992.96,896.15,1252.77,685.57,1195.9,256.7,113.75,750.12,6.15,625.62,19.98,9.22
"california,lassen",19073.18,2289.59,2008.99,12419.93,3586.9,2322.13,11740.78,882.49,1305.43,646.62,1297.3,248.07,56.94,764.55,4.07,1024.83,20.33,12.2
"california,los angeles",19045.02,2494.54,2108.17,11877.77,3428.2,2457.59,11091.43,977.22,1631.83,759.48,1125.42,246.6,113.25,1010.66,10.49,860.54,11.19,11.28
"california,madera",21670.92,2652.16,2699.68,12454.71,3646.46,2551.57,12998.31,1119.05,1946.65,727.54,1294.49,308.16,108.03,927.14,9.55,1125.42,11.41,10.62
"california,marin",15154.49,1966.53,1428.86,10758.12,3523.1,2224.66,7681.98,745.19,1254.44,909.88,1040.3,189.22,96.94,962.83,14.02,745.58,15.18,11.68
"california,mariposa",7423.89,860.12,596.71,5596.14,2564.23,1010.64,3822.15,349.42,532.2,9767.71,333.3,129.02,48.38,542.95,0,344.05,10.75,5.38
"california,mendocino",22427.82,2212.39,1863.46,12135.81,3274.77,2213.21,13911.62,901.83,1448.99,660.2,1114.8,365.32,130.24,786.34,13.11,843.67,6.55,26.21
"california,merced",22514.33,2554.66,2578.09,13323.1,3441.68,2530.45,12755.87,1003.45,1915.7,628.71,1303.39,352.58,134.73,913.54,13.06,936.59,11.4,14.86
"california,modoc",20746.14,1687.59,832.55,8910.49,2317.63,1530.08,9968.05,585.03,495.03,630.03,877.55,135.01,90,405.02,0,630.03,0,0
"california,mono",10715.91,1312.04,880.05,8286.4,3032.87,1165.67,5110.72,523.03,726.53,13755.92,514.11,105.32,48.2,589.08,5.36,324.89,21.42,5.36
"california,monterey",19014.53,2507.95,2068.88,12593.32,3403.15,2584.47,11555.41,987.75,1556.39,661.5,1147.62,289.96,108.47,942.87,11.99,950.84,10.65,13.13
"california,napa",18156.44,2155.89,1766.99,11474.06,3557.89,2155.01,10245.15,789.09,1375.66,815.65,986.31,237.06,93.19,923.67,11.29,628.84,11.95,11.07
"california,nevada",8569.98,874.96,581.72,5273.57,1852.66,1065.46,4206.75,364.68,481.02,588.52,478.98,130.63,42.86,422.51,6.8,274.87,5.44,6.12
"california,orange",18777.96,2287.83,1848.48,12004.42,3533.22,2263.41,10676.42,889.43,1477.47,781.63,1072.28,249.81,106.65,965.01,9.59,690.23,11.69,10.74
"california,placer",20544.41,2383.78,1867.91,12644.77,3559.83,2343.81,11064.62,925.97,1465.73,732.33,1159.6,265.44,110.81,1003.65,10.45,751.42,12.97,12.01
"california,plumas",20447.88,2294.23,1644.36,12537.87,3551.3,2294.23,9629.87,991.21,1230.81,751.62,1273.48,285.55,105.03,1056.86,0,1014.19,3.28,6.56
"california,riverside",21139.12,2565.16,2327.68,12343.34,3438.39,2388.1,12671.25,1023.52,1731.76,678.83,1146.49,292.96,119.11,975.78,10.58,991.62,11.42,14.22
"california,sacramento",19774.05,2608.9,2303.12,12397.68,3571.83,2551.51,11378.3,989.33,1699.57,698.28,1198.46,267.5,117.2,1018.38,14.95,984.39,12.42,12.55
"california,san benito",19913.16,2552.28,2273.55,12515.72,3140.31,2213.06,12960.95,1098.11,1747.87,627.31,1113.08,288.71,123.47,929.12,5.61,858.04,8.73,9.35
"california,san bernardino",20927.46,2668.42,2400.09,12451.39,3550.96,2535.67,12491.58,1053.21,1781.4,700.53,1211,296.67,124.01,991.99,11.9,1048.53,11.98,14.82
"california,san diego",19481.85,2385.41,1884.36,11879.86,3482.26,2378.35,11126.21,930.8,1471.79,793.65,1148.15,244.91,105.71,1010.25,9.3,867.21,13.15,12.55
"california,san francisco",12690.7,1500.1,992.38,9983.97,3157.01,1956.8,6135.53,556.18,881.81,906.81,814.19,143.05,72.74,820.88,7.36,537.51,11.8,6.01
"california,san joaquin",21882.28,2782.22,2431.52,12536.06,3659.7,2589.6,12698.8,1050.57,1757.74,637.01,1209.97,294.22,119.04,989.12,11.72,1063.73,10.65,13.51
"california,san luis obispo",18980.48,2096.9,1626.17,12327.29,3582.85,2181.78,10243.57,802.55,1395.42,804.05,1046.1,239.41,110.48,888.18,10.54,715.22,12.8,9.97
"california,san mateo",15637.57,2042.71,1409.42,10788.54,3375.75,2224.18,8289.19,740.86,1148.34,847.19,959.97,181.42,84.87,944.73,8.59,813.52,12.37,11.47
"california,santa barbara",18359.12,2133.57,1683.08,11987.98,3449.76,2314.05,9763.85,864.46,1416.5,837.91,1053.77,219.07,97.5,947.65,8.82,627.13,10.68,9.54
"california,santa clara",18267.43,2278.33,1861.19,11874.86,3335.66,2402.14,10249.66,846.93,1424.87,750.96,1077.45,235.31,96.62,978.66,9.46,851.41,11.56,11.17
"california,santa cruz",19620,2367.89,2023.09,12196.77,3397.68,2317.91,11531.93,951.73,1559.76,755.29,1110.88,276.41,116.62,963.62,10.15,865.25,10.79,16.66
"california,shasta",20380.34,2270.19,1736.27,12694.97,3714.34,2329.74,10532.59,831.17,1416.94,803.45,1158.71,262.85,118.08,1058.09,10.27,675.61,14.89,9.24
"california,sierra",13131.04,665.42,2351.17,7053.5,2040.63,487.98,11046.05,177.45,2173.72,399.25,621.06,88.72,44.36,310.53,0,399.25,0,44.36
"california,siskiyou",24763.65,2428.21,1827.54,11666.29,3782.7,1987.49,11285.13,968.22,1340.88,878.03,1296.63,212.7,117.41,1099.24,10.21,1151.99,11.91,17.02
"california,solano",19736.62,2698.73,2451.38,12209.99,3406.4,2832.7,12029.84,1035.69,1773.7,657.62,1271.43,259.49,104.94,1047.65,11.08,987.66,12.93,11.79
"california,sonoma",17106.12,2001.3,1431.16,11294.47,3251.47,2085.33,9084.51,732.4,1176.91,772.18,995.6,191.59,87.18,871.96,7.62,535.84,11.6,6.96
"california,stanislaus",22154.65,2612.59,2326.26,12700.92,3556.76,2481.33,12780.42,1029.34,1713.73,650.19,1240.27,321.16,119.13,988.92,11.35,1091.98,12.69,13.39
"california,sutter",22410.49,2636.8,2394.12,13230.97,3721.73,2398.26,14004.14,1009.41,1774.29,729.89,1290.31,354.12,147.36,950.46,8.75,835.8,9.67,6.91
"california,tehama",21587.99,3286.74,2234.84,13032.85,3619.24,2783.97,11758.09,1307.74,1625.09,676.6,1411.15,344.99,115,1211.47,12.48,1338.05,21.39,11.59
"california,trinity",19834.89,1572.5,2537.44,10114.01,3466.64,1429.54,8755.94,714.77,1643.97,821.99,714.77,178.69,142.95,643.29,0,357.38,35.74,0
"california,tulare",23027.41,2618.22,2436.98,13051.77,3578.84,2488.45,12956.34,1072.43,1762.48,709.4,1258.2,349.7,137.55,932.1,11.85,919.33,12.13,14.72
"california,tuolumne",21416.4,2276.4,2057.87,13477.96,3804.49,2387.33,11256.19,895.66,1571.13,2387.33,1132.41,360.91,122.51,844.34,9.93,602.63,11.59,6.62
"california,ventura",21576.77,2322.79,1968.33,12446.81,3494.42,2260.07,11958.39,894.92,1529.94,713.93,1132.18,277.69,114.36,947.2,9.07,778.85,13.07,12.83
"california,yolo",17732.17,2508.59,1929.25,12267.71,3536.52,2490.91,10633.15,966.59,1491.36,704.64,1125.51,241.43,103.47,993.44,6.77,751.79,12.88,10.7
"california,yuba",19397.35,2951.96,2211.81,13155.21,3647.28,2816.67,11475.12,1177.48,1643.91,744.09,1357.6,320.92,128.21,1079.95,13.37,866.79,21.24,10.22
"colorado,adams",21383.4,2329.16,2197.44,11746.56,3665.38,2472.35,12257.52,967.71,1682.09,723.47,1175.45,301.05,125.84,869.12,10.87,929.06,13.03,13.4
"colorado,alamosa",24030.72,2142.05,1574.5,13893.25,3873.47,2489.9,15554.06,831.71,1208.34,750.63,1485.57,240.62,146.47,802.94,5.23,483.86,5.23,5.23
"colorado,arapahoe",21760.35,2517.22,2088.95,11961.94,3694.62,2569.64,11790.85,980.47,1581.54,745.24,1215.16,271.16,119.76,940.8,9.2,1006.24,10.97,11.45
"colorado,archuleta",20138.41,2013.84,1809.04,11903.85,4070.35,2150.37,11494.25,716.79,1348.25,844.79,930.12,281.6,102.4,989.85,0,1006.92,8.53,0
"colorado,baca",23068.64,2922.03,1691.7,12457.07,3178.35,2153.07,10611.58,512.64,1127.8,820.22,820.22,461.37,461.37,717.69,0,358.85,0,0
"colorado,bent",24241.13,1620.15,1528.44,10485.13,4157.37,2078.68,11096.51,458.53,1222.76,611.38,1008.77,183.41,275.12,366.83,0,458.53,0,0
"colorado,boulder",16701.53,1817.06,1199.27,11756.59,3597.65,2099.72,7877.44,678.51,1030.31,858.86,946.81,196.19,95.21,906.71,8.41,601.29,16.17,7.26
"colorado,broomfield",21383.4,2329.16,2197.44,11746.56,3665.38,2472.35,12257.52,967.71,1682.09,723.47,1175.45,301.05,125.84,869.12,10.87,929.06,13.03,13.4
"colorado,chaffee",16385.11,1611.79,1241.16,10618.86,4257.89,1689.36,7162.56,767.11,1146.35,956.73,887.78,155.15,68.95,1094.64,17.24,818.82,0,8.62
"colorado,cheyenne",13751.34,602.25,736.08,8966.81,2944.32,1037.21,5855.19,100.38,669.16,301.12,602.25,33.46,133.83,401.5,0,100.38,0,33.46
"colorado,clear creek",13669.86,1304.09,1107.9,10478.88,4212.32,1442.58,6243.47,611.65,582.8,934.79,680.9,276.98,98.09,825.15,0,675.13,5.77,5.77
"colorado,conejos",13347.69,3048.31,1764.13,11557.62,2490.53,2166.24,10364.24,946.92,1050.69,609.66,1063.66,246.46,25.94,1050.69,0,2127.33,12.97,12.97
"colorado,costilla",18745.07,1446.99,2433.57,11838.99,3354.38,2762.43,9471.19,789.27,1710.08,460.4,657.72,197.32,328.86,526.18,0,789.27,0,0
"colorado,crowley",2336.34,140.18,280.36,1214.9,514,186.91,841.08,46.73,93.45,93.45,93.45,0,0,233.63,0,93.45,0,0
"colorado,custer",24370.65,2454.92,1963.93,14684.88,4195.68,3124.44,7454.03,848.06,1205.14,848.06,1785.39,401.71,223.17,669.52,44.63,669.52,89.27,0
"colorado,delta",21433.69,2061.88,1123.54,11469.99,3259.5,1740.87,11000.82,642.02,938.34,530.9,913.65,321.01,123.47,617.33,12.35,506.21,24.69,0
"colorado,denver",16431.71,2143.4,1522.99,10918.02,3517.47,2288.23,8601.36,822.89,1237.61,841.44,1022.6,216.46,97.11,1012.66,6.81,730.71,13.68,11.03
"colorado,dolores",11035.05,715.23,3882.7,8787.17,2963.11,1737,6334.93,613.06,2452.23,510.88,715.23,408.7,0,510.88,0,408.7,0,0
"colorado,douglas",22088.98,2149.75,1423.07,12022.3,3657.17,2246.29,10496.17,922.92,1224.95,838.78,1066.36,223.37,115.47,1018.4,8.2,452.83,12.83,8.83
"colorado,eagle",18935.93,1777.51,1102.01,11355.26,3439.46,2793.38,7314.89,629.27,856.19,855.14,1020.07,171.24,133.42,762.69,6.3,418.11,13.66,125.01
"colorado,el paso",20575.72,2424.04,2133.24,12454.88,3584.26,2557.05,11492.53,911.6,1595.14,736.99,1224.19,294.61,116.92,960.45,12.5,743.06,14.26,10.02
"colorado,elbert",21407.96,2481.4,1679.63,12711.34,3833.3,2147.82,10703.98,831.04,1427.98,807.63,1351.9,316.03,152.16,994.9,17.56,485.75,29.26,29.26
"colorado,fremont",20238.63,2719.88,1420.44,11821.21,3619.49,1999.14,9132.9,825.96,1141.61,747.05,978.52,289.35,126.26,936.44,0,494.52,15.78,5.26
"colorado,garfield",18675.25,2286.05,1355.35,12235.91,4077.67,2251.15,8326.93,817.28,1093.58,831.82,1041.23,221.04,122.16,916.17,11.63,776.56,14.54,17.45
"colorado,gilpin",12020.53,1791.77,1061.15,8854.48,3270.42,1791.77,7027.92,469.69,591.46,469.69,852.4,139.17,104.38,678.44,0,539.27,52.19,34.79
"colorado,grand",12794.14,1163.37,825.91,9194.49,3205.93,1420.91,5781.34,485.48,814.07,526.92,630.53,180.57,65.12,595.01,5.92,426.27,11.84,5.92
"colorado,gunnison",16076.42,1419.41,1091.38,11106.95,3108.6,1597.22,7115.44,729.63,1094.45,1039.27,941.16,183.94,91.97,861.46,6.13,420,12.26,12.26
"colorado,hinsdale",15956.96,2826.66,911.83,10668.37,6565.15,820.64,8024.07,1367.74,820.64,1003.01,1094.19,455.91,182.37,1094.19,0,455.91,0,0
"colorado,huerfano",15413.53,2334.81,1157.91,10611.04,5409.92,2372.77,7251.19,1081.98,892.16,1176.89,1233.84,227.79,113.89,1290.79,0,1100.97,0,18.98
"colorado,jackson",9246.09,1564.72,426.74,5120.91,1991.46,568.99,6970.13,426.74,568.99,426.74,426.74,0,0,284.5,0,284.5,0,0
"colorado,jefferson",19481.67,2271.07,1654.59,12227.31,3708.38,2449.36,9545.75,928.49,1320.79,818.37,1140.21,241.71,118.48,997.15,10.49,692.51,15.24,12.78
"colorado,kiowa",9282.25,827.72,532.1,6680.86,1448.5,1212.01,4582,384.3,354.74,206.93,532.1,147.81,59.12,236.49,0,147.81,0,0
"colorado,kit carson",14841.28,1335.36,1030.81,10003.51,4697.2,1686.78,7133.65,609.11,972.24,667.68,702.82,175.71,82,632.54,0,808.25,11.71,23.43
"colorado,la plata",18181.47,2071.05,1397.33,12796.16,3704.69,2323.51,8492.61,741.23,1172.76,769.12,1052.4,215.76,98.34,937.92,2.94,660.5,19.08,10.28
"colorado,lake",15172.85,1515.15,1291.08,13732.39,5057.62,2059.33,7479.73,672.22,1067.01,885.62,1024.33,384.12,138.71,725.57,10.67,437.47,10.67,32.01
"colorado,larimer",19008.35,1903.08,1333.93,12465.18,3623.33,2206.85,9025.31,699.37,1118.08,774.48,981.67,223.7,103.18,881.38,9.08,588.34,18.78,9.9
"colorado,las animas",22369.21,2250.71,1571.07,12465.09,3688.8,2492.03,10731.51,925.89,1339.59,861.87,1177.07,310.27,123.12,871.72,4.92,778.14,9.85,4.92
"colorado,lincoln",18996.54,1989.05,1944.35,12761.2,5386.08,2391.33,9699.41,648.12,1229.19,938.65,1095.09,134.09,0,938.65,0,402.28,0,0
"colorado,logan",23521.51,1821.73,1542.97,12485.13,3584.57,2269.31,11668.49,718.48,1299.55,671.37,1193.55,306.24,70.67,820.56,19.63,824.49,11.78,23.56
"colorado,mesa",22157.26,2039.18,1633.2,13200.02,3723.95,2381.69,10768.08,829.16,1303.91,749.82,1163.3,277.71,128.28,838.42,11.02,683.7,13.22,8.38
"colorado,mineral",26135.73,1458.22,729.11,10712.28,4374.65,1682.56,8132.36,168.26,953.45,448.68,1009.53,336.51,0,1065.62,0,336.51,0,0
"colorado,moffat",16202.45,1795.63,1503.32,9604.54,3633.02,2547.29,6556.15,876.94,1211.01,1211.01,1378.04,542.87,125.28,1169.25,0,542.87,0,0
"colorado,montezuma",16647.29,2121.55,1316.83,12648.04,3665.98,2105.3,8283,886.01,1040.46,902.27,1406.24,325.14,105.67,739.7,0,577.13,16.26,24.39
"colorado,montrose",18175.51,2605.31,1240.99,11747.02,4786.68,2281.57,8602.15,824.76,1032.88,770.8,871.01,262.07,77.08,1248.7,7.71,1210.16,15.42,30.83
"colorado,morgan",23353.4,2207.64,1853.23,13026.72,4001.35,2188.7,12953.67,990.19,1550.22,827.87,995.6,267.84,137.98,806.22,8.12,982.08,16.23,13.53
"colorado,otero",23498.29,2652.55,2150.51,12869.36,3491.77,2345.33,13401.37,1026.55,1416.19,595.7,1206.39,325.95,138.62,734.32,7.49,693.11,0,7.49
"colorado,ouray",19432.84,770.82,872.25,10243.82,4198.95,2292.18,6612.84,405.7,405.7,1561.93,872.25,608.54,162.28,567.97,20.29,547.69,0,0
"colorado,park",15329.82,1612.59,796.09,11328.96,3725.29,1653.42,6246.24,632.79,765.47,806.29,643,102.06,81.65,765.47,0,520.52,10.21,10.21
"colorado,phillips",21977.18,1837.81,1608.09,12328.66,4671.11,2144.11,10567.42,1225.21,1684.66,612.6,1608.09,459.45,76.58,689.18,0,765.75,0,0
"colorado,pitkin",13369.27,1455.3,985.18,9979.19,3787.15,1723.13,5843.67,531.92,951.47,1045.12,625.57,204.15,82.41,764.17,7.49,595.61,7.49,3.75
"colorado,prowers",25381.34,1988.86,1645.15,12747.4,3900.97,2068.95,12023.27,800.88,1281.41,714.12,1144.6,286.98,140.16,690.76,10.01,800.88,30.03,6.67
"colorado,pueblo",22016.16,2232.45,1787.3,12503.06,3550.09,2366.13,12152.38,890.75,1503.9,709.39,1152.77,401.04,121.2,902.34,5.79,821.68,12.03,7.58
"colorado,rio blanco",22092.33,2146.49,2328.12,12978.01,5679.94,2361.14,8404.33,1007.2,1832.77,776.04,1486.03,214.65,66.05,941.15,16.51,627.43,33.02,0
"colorado,rio grande",21963.33,3382.61,1856.89,13660.56,3950.32,3086.93,9355.41,1395.62,1632.17,591.37,1371.97,283.86,130.1,1099.94,0,969.84,0,0
"colorado,routt",16838.24,1597.37,1073.48,11416.19,3930.74,1822.35,7202.61,559.24,777.79,787.43,871,176.77,83.56,957.78,3.21,539.96,16.07,3.21
"colorado,saguache",10310.34,1031.03,618.62,5567.58,2886.9,1237.24,3917.93,412.41,412.41,618.62,515.52,0,309.31,721.72,0,927.93,0,0
"colorado,san juan",14490.25,1150.02,402.51,11442.7,3852.57,1667.53,7417.63,172.5,862.51,690.01,402.51,747.51,57.5,690.01,0,575.01,0,0
"colorado,san miguel",13534.43,1306.03,1082.4,10931.31,3944.93,1547.56,5930.82,518.84,840.87,957.16,644.07,143.13,107.34,903.49,0,429.38,8.95,0
"colorado,sedgwick",15537.4,1014.47,961.08,11105.77,6620.75,1815.37,8169.15,533.93,1014.47,907.68,907.68,266.97,106.79,907.68,53.39,1067.86,0,0
"colorado,summit",14259.42,1492.55,961.53,11505.82,3976.07,1686.48,6981.47,544.22,851.87,797.04,795.01,206.11,85.29,739.17,9.14,482.29,12.18,6.09
"colorado,teller",18227.88,1740.59,1508.51,12058.44,3713.27,2243.43,9631.28,638.22,1150.73,715.58,1092.71,386.8,67.69,744.59,0,937.99,9.67,9.67
"colorado,washington",18892.17,2540.37,846.79,10716.27,5431.13,3153.56,5518.73,788.39,759.19,554.79,992.79,87.6,87.6,1255.58,0,759.19,58.4,29.2
"colorado,weld",22661.13,2279.52,1896,13281.67,3732.45,2209.07,12379.59,939.82,1567.38,813.46,1146.12,287.84,112.63,894.41,9.69,802.16,12.11,10.09
"colorado,yuma",23098.62,2723.21,1677.69,13348.57,3744.41,2358.49,10066.14,996.89,1312.97,826.69,1215.72,437.66,97.26,1069.83,24.31,899.63,24.31,24.31
"connecticut,fairfield",18332.67,2226.76,1963.47,11233.12,3174.86,2429.33,10514.42,852.37,1538.61,800.49,1077.9,243.66,105.4,955.38,9.45,771.84,10.79,10.7
"connecticut,hartford",19041.81,2451.53,2178.49,11702.41,3094.47,2600.62,11469.36,952.31,1637.11,672.11,1158.78,257.98,116.62,981.28,9.99,887.65,11.09,11.86
"connecticut,litchfield",19199.92,2170.86,1743.83,12071.5,3434.15,2197.79,10897.06,861.48,1472.93,726.2,1223.24,249.69,101.63,913.3,8.41,703.99,16.49,9.09
"connecticut,middlesex",19592.78,2200.27,2066.14,11916.02,3435.85,2433.08,11010.94,874.94,1632.98,689.82,1150.14,262.28,113.92,925.28,8.61,866.99,13.58,8.28
"connecticut,new haven",18577.53,2555.51,2181.9,11688.61,3189.5,2636.72,11165.33,980.4,1685.1,703.41,1176.14,266.56,105.82,1009.28,10.08,845.83,9.67,13.95
"connecticut,new london",19550.81,2575.89,2439.17,11602.58,3254.61,2529.63,11828.3,962.07,1790.17,668.81,1180.3,281.46,108.81,984.64,11.46,805.88,11.97,9.99
"connecticut,tolland",18107.2,2085.69,1546.24,12327.58,3415.29,2320.42,9905.76,752.89,1266.8,787.22,1051.23,239.52,91.55,915.77,7.72,689.55,14.11,9.05
"connecticut,windham",19879.28,2276.2,1896.6,12827.07,3225.86,2424.83,11133.44,900.48,1494.46,651.31,1162.42,257.32,110.32,925.75,9.24,785.27,13.04,13.04
"delaware,kent",19709.08,2759.55,2554.76,12537.73,3434.77,3001.89,11847.7,1041.11,1782.65,621.9,1293.5,296.22,115.17,988.07,10.05,675.23,11.03,11.31
"delaware,new castle",18677.75,2903.18,2694.88,11435.96,3409.2,2926.7,11735.76,1060.98,1907.9,668.37,1223.62,251.05,114.2,1011.54,11.71,931.96,10.16,11.71
"delaware,sussex",21262.71,2631.68,2319.42,12353.89,3628.59,2625.01,12835.16,1111.86,1644.98,656.96,1231.7,306.04,118.95,954.85,12,784.5,13.18,8.89
"district of columbia,washington",13487.63,2618.13,2188.3,10083.57,3757.71,2784.45,8103.04,940.48,1710.34,1088.37,1109.6,164.84,86.67,1169.06,10.23,773.95,12.6,8.22
"florida,alachua",18222.97,2446.69,1829.1,12271.47,3633.5,2670.68,9469.29,898.65,1434.92,793.99,1221.99,241.35,99.92,1044.25,9.93,638.8,15.56,8.91
"florida,baker",24720.5,3056.18,2539.09,12369.17,3976.25,2756.63,12390.56,1098.37,1720.66,752.46,1433.59,370.88,167.61,1066.28,12.48,789.9,14.27,8.91
"florida,bay",20679.14,2255.97,2198.02,12311.87,4438.72,2539.02,11246.35,849.14,1585.5,884.19,1213.51,284.76,122.28,914.57,12.46,756.46,16.05,11.53
"florida,bradford",21998.88,2582.71,2388.96,12927.39,4092.89,2606.93,12003.63,1032.74,1802.53,717.9,1330.28,382.3,138.39,970.46,17.3,949.7,22.49,6.92
"florida,brevard",19191.75,2470.47,2077.63,11917.57,3515.64,2638.74,10907.53,945.51,1554.75,768.3,1262.55,253.48,110.92,1052.45,9.8,861.76,14.27,11.26
"florida,broward",18874.54,2457.7,2296.89,10791.58,3272.13,2684.27,10849.78,929.39,1642.72,713.54,1219.74,249.11,115.59,976.48,10.43,821.48,10.03,11.53
"florida,calhoun",21241.88,1913.97,1715.25,13899.78,3765.18,2374.15,11462.88,836.71,1380.57,889,1255.06,188.26,135.97,794.87,10.46,251.01,31.38,0
"florida,charlotte",22615,2534.11,2287.24,12026.14,3672.66,2555.16,12171.93,1040.1,1749.53,736.49,1320.04,293.84,124.75,941.27,9.77,779.7,9.77,8.64
